Numeric ID	Editor ID	Form: Child Can Use	Form: Has Currents	Form: NavMesh Import Collision	Form: On Local Map	Form: Playable	Form: Used As Platform	Full Name: Full Name <<TESFullName_Component>>	Keyword: Keywords <<BGSKeywordForm_Component>>	Resource: Art Name	Resource: Child Resources	Resource: Color	Resource: Resource AV	Resource: Round End Points	Resource: Scarcity
(0022465E)	ResOrgCommonMetabolicAgentFaunaCarnivore	false	false	Collision Geometry	true	true	false	Metabolic Agent	keywords[0]::ResIcon_MetabolicAgent [id:0x00279e4e]	MetabolicAgent		R: 161 G: 228 B: 219	ResourceOrgCommonMetabolicAgentFaunaCarnivore	false	Common
(00224641)	ResOrgCommonMetabolicAgentFaunaHerbivore	false	false	Collision Geometry	true	true	false	Metabolic Agent	keywords[0]::ResIcon_MetabolicAgent [id:0x00279e4e]	MetabolicAgent		R: 161 G: 228 B: 219	ResourceOrgCommonMetabolicAgentFaunaHerbivore	false	Common
(000777E6)	ResOrgCommonNutrient	false	false	Collision Geometry	true	true	false	Nutrient	keywords[0]::ResIcon_Edible [id:0x00279e50], keywords[1]::ResourceTypeCraftingOrganicCommon [id:0x00042490]	Edible		R: 161 G: 228 B: 219	ResourceOrgCommonNutrient	false	Common
(0022465D)	ResOrgCommonNutrientFaunaCarnivore	false	false	Collision Geometry	true	true	false	Nutrient	keywords[0]::ResIcon_Edible [id:0x00279e50]	Edible		R: 161 G: 228 B: 219	ResourceOrgCommonNutrientFaunaCarnivore	false	Common
(00224640)	ResOrgCommonNutrientFaunaHerbivore	false	false	Collision Geometry	true	true	false	Nutrient	keywords[0]::ResIcon_Edible [id:0x00279e50]	Edible		R: 161 G: 228 B: 219	ResourceOrgCommonNutrientFaunaHerbivore	false	Common
(0007782D)	ResOrgCommonSealant	false	false	Collision Geometry	true	true	false	Sealant	keywords[0]::ResIcon_Sealant [id:0x00279e3b], keywords[1]::ResourceTypeCraftingOrganicCommon [id:0x00042490]	Sealant		R: 161 G: 228 B: 219	ResourceOrgCommonSealant	false	Common
(0022464B)	ResOrgCommonSealantFaunaCarnivore	false	false	Collision Geometry	true	true	false	Sealant	keywords[0]::ResIcon_Sealant [id:0x00279e3b]	Sealant		R: 161 G: 228 B: 219	ResourceOrgCommonSealantFaunaCarnivore	false	Common
(0022462E)	ResOrgCommonSealantFaunaHerbivore	false	false	Collision Geometry	true	true	false	Sealant	keywords[0]::ResIcon_Sealant [id:0x00279e3b]	Sealant		R: 161 G: 228 B: 219	ResourceOrgCommonSealantFaunaHerbivore	false	Common
(000777FA)	ResOrgCommonStructural	false	false	Collision Geometry	true	true	false	Structural	keywords[0]::ResIcon_Structural [id:0x00279e40], keywords[1]::ResourceTypeCraftingOrganicCommon [id:0x00042490]	Structural		R: 161 G: 228 B: 219	ResourceOrgCommonStructural	false	Common
(00224649)	ResOrgCommonStructuralFaunaCarnivore	false	false	Collision Geometry	true	true	false	Structural	keywords[0]::ResIcon_Structural [id:0x00279e40]	Structural		R: 161 G: 228 B: 219	ResourceOrgCommonStructuralFaunaCarnivore	false	Common
(0022462C)	ResOrgCommonStructuralFaunaHerbivore	false	false	Collision Geometry	true	true	false	Structural	keywords[0]::ResIcon_Structural [id:0x00279e40]	Structural		R: 161 G: 228 B: 219	ResourceOrgCommonStructuralFaunaHerbivore	false	Common
(00077823)	ResOrgCommonToxin	false	false	Collision Geometry	true	true	false	Toxin	keywords[0]::ResIcon_Toxin [id:0x00279e4c], keywords[1]::ResourceTypeCraftingOrganicCommon [id:0x00042490]	Toxin		R: 161 G: 228 B: 219	ResourceOrgCommonToxin	false	Common
(0022465B)	ResOrgCommonToxinFaunaCarnivore	false	false	Collision Geometry	true	true	false	Toxin	keywords[0]::ResIcon_Toxin [id:0x00279e4c]	Toxin		R: 161 G: 228 B: 219	ResourceOrgCommonToxinFaunaCarnivore	false	Common
(0022463E)	ResOrgCommonToxinFaunaHerbivore	false	false	Collision Geometry	true	true	false	Toxin	keywords[0]::ResIcon_Toxin [id:0x00279e4c]	Toxin		R: 161 G: 228 B: 219	ResourceOrgCommonToxinFaunaHerbivore	false	Common
(00077824)	ResOrgExoticBiosuppressant	false	false	Collision Geometry	true	true	false	Biosuppressant	keywords[0]::ResIcon_Biosuppressant [id:0x00279e4b], keywords[1]::ResourceTypeCraftingOrganicExotic [id:0x000424a1]	Antiviral		R: 161 G: 228 B: 219	ResourceOrgExoticBiosuppressant	false	Exotic
(0022465A)	ResOrgExoticBiosuppressantFaunaCarnivore	false	false	Collision Geometry	true	true	false	Biosuppressant	keywords[0]::ResIcon_Biosuppressant [id:0x00279e4b]	Antiviral		R: 161 G: 228 B: 219	ResourceOrgExoticBiosuppressantFaunaCarnivore	false	Exotic
(0022463D)	ResOrgExoticBiosuppressantFaunaHerbivore	false	false	Collision Geometry	true	true	false	Biosuppressant	keywords[0]::ResIcon_Biosuppressant [id:0x00279e4b]	Antiviral		R: 161 G: 228 B: 219	ResourceOrgExoticBiosuppressantFaunaHerbivore	false	Exotic
(0029F40C)	ResOrgExoticHypercatalyst	false	false	Collision Geometry	true	true	false	Hypercatalyst	keywords[0]::ResIcon_Hypercatalyst [id:0x00279e4a], keywords[1]::ResourceTypeCraftingOrganicExotic [id:0x000424a1]	Hypercatalyst		R: 161 G: 228 B: 219	ResourceOrgExoticHypercatalyst	false	Exotic
(00224659)	ResOrgExoticHypercatalystFaunaCarnivore	false	false	Collision Geometry	true	true	false	Hypercatalyst	keywords[0]::ResIcon_Hypercatalyst [id:0x00279e4a]	Hypercatalyst		R: 161 G: 228 B: 219	ResourceOrgExoticHypercatalystFaunaCarnivore	false	Exotic
(0022463C)	ResOrgExoticHypercatalystFaunaHerbivore	false	false	Collision Geometry	true	true	false	Hypercatalyst	keywords[0]::ResIcon_Hypercatalyst [id:0x00279e4a]	Hypercatalyst		R: 161 G: 228 B: 219	ResourceOrgExoticHypercatalystFaunaHerbivore	false	Exotic
(000777F9)	ResOrgExoticLubricant	false	false	Collision Geometry	true	true	false	Lubricant	keywords[0]::ResIcon_Lubricant [id:0x00279e49], keywords[1]::ResourceTypeCraftingOrganicExotic [id:0x000424a1]	Lubricant		R: 161 G: 228 B: 219	ResourceOrgExoticLubricant	false	Exotic
(00224658)	ResOrgExoticLubricantFaunaCarnivore	false	false	Collision Geometry	true	true	false	Lubricant	keywords[0]::ResIcon_Lubricant [id:0x00279e49]	Lubricant		R: 161 G: 228 B: 219	ResourceOrgExoticLubricantFaunaCarnivore	false	Exotic
(0022463B)	ResOrgExoticLubricantFaunaHerbivore	false	false	Collision Geometry	true	true	false	Lubricant	keywords[0]::ResIcon_Lubricant [id:0x00279e49]	Lubricant		R: 161 G: 228 B: 219	ResourceOrgExoticLubricantFaunaHerbivore	false	Exotic
(00077826)	ResOrgExoticPolymer	false	false	Collision Geometry	true	true	false	Polymer	keywords[0]::ResIcon_Polymer [id:0x00279e47], keywords[1]::ResourceTypeCraftingOrganicExotic [id:0x000424a1]	Polymer		R: 161 G: 228 B: 219	ResourceOrgExoticPolymer	false	Exotic
(00224656)	ResOrgExoticPolymerFaunaCarnivore	false	false	Collision Geometry	true	true	false	Polymer	keywords[0]::ResIcon_Polymer [id:0x00279e47]	Polymer		R: 161 G: 228 B: 219	ResourceOrgExoticPolymerFaunaCarnivore	false	Exotic
(00224639)	ResOrgExoticPolymerFaunaHerbivore	false	false	Collision Geometry	true	true	false	Polymer	keywords[0]::ResIcon_Polymer [id:0x00279e47]	Polymer		R: 161 G: 228 B: 219	ResourceOrgExoticPolymerFaunaHerbivore	false	Exotic
(00077827)	ResOrgExoticSolvent	false	false	Collision Geometry	true	true	false	Solvent	keywords[0]::ResIcon_Solvent [id:0x00279e46], keywords[1]::ResourceTypeCraftingOrganicExotic [id:0x000424a1]	Solvent		R: 161 G: 228 B: 219	ResourceOrgExoticSolvent	false	Exotic
(00224655)	ResOrgExoticSolventFaunaCarnivore	false	false	Collision Geometry	true	true	false	Solvent	keywords[0]::ResIcon_Solvent [id:0x00279e46]	Solvent		R: 161 G: 228 B: 219	ResourceOrgExoticSolventFaunaCarnivore	false	Exotic
(00224638)	ResOrgExoticSolventFaunaHerbivore	false	false	Collision Geometry	true	true	false	Solvent	keywords[0]::ResIcon_Solvent [id:0x00279e46]	Solvent		R: 161 G: 228 B: 219	ResourceOrgExoticSolventFaunaHerbivore	false	Exotic
(00077825)	ResOrgExoticStimulant	false	false	Collision Geometry	true	true	false	Stimulant	keywords[0]::ResIcon_Stimulant [id:0x00279e48], keywords[1]::ResourceTypeCraftingOrganicExotic [id:0x000424a1]	Narcotic		R: 161 G: 228 B: 219	ResourceOrgExoticStimulant	false	Exotic
(00224657)	ResOrgExoticStimulantFaunaCarnivore	false	false	Collision Geometry	true	true	false	Stimulant	keywords[0]::ResIcon_Stimulant [id:0x00279e48]	Narcotic		R: 161 G: 228 B: 219	ResourceOrgExoticStimulantFaunaCarnivore	false	Exotic
(0022463A)	ResOrgExoticStimulantFaunaHerbivore	false	false	Collision Geometry	true	true	false	Stimulant	keywords[0]::ResIcon_Stimulant [id:0x00279e48]	Narcotic		R: 161 G: 228 B: 219	ResourceOrgExoticStimulantFaunaHerbivore	false	Exotic
(00077828)	ResOrgRareAdhesive	false	false	Collision Geometry	true	true	false	Adhesive	keywords[0]::ResIcon_Adhesive [id:0x00279e45], keywords[1]::ResourceTypeCraftingOrganicRare [id:0x000424a2]	Adhesive		R: 161 G: 228 B: 219	ResourceOrgRareAdhesive	false	Rare
(00224654)	ResOrgRareAdhesiveFaunaCarnivore	false	false	Collision Geometry	true	true	false	Adhesive	keywords[0]::ResIcon_Adhesive [id:0x00279e45]	Adhesive		R: 161 G: 228 B: 219	ResourceOrgRareAdhesiveFaunaCarnivore	false	Rare
(00224637)	ResOrgRareAdhesiveFaunaHerbivore	false	false	Collision Geometry	true	true	false	Adhesive	keywords[0]::ResIcon_Adhesive [id:0x00279e45]	Adhesive		R: 161 G: 228 B: 219	ResourceOrgRareAdhesiveFaunaHerbivore	false	Rare
(0007782A)	ResOrgRareAminoAcids	false	false	Collision Geometry	true	true	false	Amino Acids	keywords[0]::ResIcon_AminoAcids [id:0x00279e43], keywords[1]::ResourceTypeCraftingOrganicRare [id:0x000424a2]	AminoAcids		R: 161 G: 228 B: 219	ResourceOrgRareAminoAcids	false	Rare
(00224653)	ResOrgRareAminoAcidsFaunaCarnivore	false	false	Collision Geometry	true	true	false	Amino Acids	keywords[0]::ResIcon_AminoAcids [id:0x00279e43]	AminoAcids		R: 161 G: 228 B: 219	ResourceOrgRareAminoAcidsFaunaCarnivore	false	Rare
(00224636)	ResOrgRareAminoAcidsFaunaHerbivore	false	false	Collision Geometry	true	true	false	Amino Acids	keywords[0]::ResIcon_AminoAcids [id:0x00279e43]	AminoAcids		R: 161 G: 228 B: 219	ResourceOrgRareAminoAcidsFaunaHerbivore	false	Rare
(00077829)	ResOrgRareAnalgesic	false	false	Collision Geometry	true	true	false	Analgesic	keywords[0]::ResIcon_Analgesic [id:0x00279e44], keywords[1]::ResourceTypeCraftingOrganicRare [id:0x000424a2]	Analgesic		R: 161 G: 228 B: 219	ResourceOrgRareAnalgesic	false	Rare
(00224652)	ResOrgRareAnalgesicFaunaCarnivore	false	false	Collision Geometry	true	true	false	Analgesic	keywords[0]::ResIcon_Analgesic [id:0x00279e44]	Analgesic		R: 161 G: 228 B: 219	ResourceOrgRareAnalgesicFaunaCarnivore	false	Rare
(00224635)	ResOrgRareAnalgesicFaunaHerbivore	false	false	Collision Geometry	true	true	false	Analgesic	keywords[0]::ResIcon_Analgesic [id:0x00279e44]	Analgesic		R: 161 G: 228 B: 219	ResourceOrgRareAnalgesicFaunaHerbivore	false	Rare
(000777FB)	ResOrgRareAromatic	false	false	Collision Geometry	true	true	false	Aromatic	keywords[0]::ResIcon_Aromatic [id:0x00279e3f], keywords[1]::ResourceTypeCraftingOrganicRare [id:0x000424a2]	Aromatic		R: 161 G: 228 B: 219	ResourceOrgRareAromatic	false	Rare
(00224651)	ResOrgRareAromaticFaunaCarnivore	false	false	Collision Geometry	true	true	false	Aromatic	keywords[0]::ResIcon_Aromatic [id:0x00279e3f]	Aromatic		R: 161 G: 228 B: 219	ResourceOrgRareAromaticFaunaCarnivore	false	Rare
(00224634)	ResOrgRareAromaticFaunaHerbivore	false	false	Collision Geometry	true	true	false	Aromatic	keywords[0]::ResIcon_Aromatic [id:0x00279e3f]	Aromatic		R: 161 G: 228 B: 219	ResourceOrgRareAromaticFaunaHerbivore	false	Rare
(0029F403)	ResOrgRareHallucinogen	false	false	Collision Geometry	true	true	false	Hallucinogen	keywords[0]::ResIcon_Hallucinogen [id:0x00279e42], keywords[1]::ResourceTypeCraftingOrganicRare [id:0x000424a2]	Hallucinogen		R: 161 G: 228 B: 219	ResourceOrgRareHallucinogen	false	Rare
(00224650)	ResOrgRareHallucinogenFaunaCarnivore	false	false	Collision Geometry	true	true	false	Hallucinogen	keywords[0]::ResIcon_Hallucinogen [id:0x00279e42]	Hallucinogen		R: 161 G: 228 B: 219	ResourceOrgRareHallucinogenFaunaCarnivore	false	Rare
(00224633)	ResOrgRareHallucinogenFaunaHerbivore	false	false	Collision Geometry	true	true	false	Hallucinogen	keywords[0]::ResIcon_Hallucinogen [id:0x00279e42]	Hallucinogen		R: 161 G: 228 B: 219	ResourceOrgRareHallucinogenFaunaHerbivore	false	Rare
(0007782B)	ResOrgRareSedative	false	false	Collision Geometry	true	true	false	Sedative	keywords[0]::ResIcon_Sedative [id:0x00279e41], keywords[1]::ResourceTypeCraftingOrganicRare [id:0x000424a2]	Sedative		R: 161 G: 228 B: 219	ResourceOrgRareSedative	false	Rare
(0022464F)	ResOrgRareSedativeFaunaCarnivore	false	false	Collision Geometry	true	true	false	Sedative	keywords[0]::ResIcon_Sedative [id:0x00279e41]	Sedative		R: 161 G: 228 B: 219	ResourceOrgRareSedativeFaunaCarnivore	false	Rare
(00224632)	ResOrgRareSedativeFaunaHerbivore	false	false	Collision Geometry	true	true	false	Sedative	keywords[0]::ResIcon_Sedative [id:0x00279e41]	Sedative		R: 161 G: 228 B: 219	ResourceOrgRareSedativeFaunaHerbivore	false	Rare
(00077820)	ResOrgUncommonAntimicrobial	false	false	Collision Geometry	true	true	false	Antimicrobial	keywords[0]::ResIcon_Antimicrobial [id:0x00279e51], keywords[1]::ResourceTypeCraftingOrganicUncommon [id:0x000424a3]	Antimicrobial		R: 161 G: 228 B: 219	ResourceOrgUncommonAntimicrobial	false	Uncommon
(002246D7)	ResOrgUncommonAntimicrobialFaunaCarnivore	false	false	Collision Geometry	true	true	false	Antimicrobial	keywords[0]::ResIcon_Antimicrobial [id:0x00279e51]	Antimicrobial		R: 161 G: 228 B: 219	ResourceOrgUncommonAntimicrobialFaunaCarnivore	false	Uncommon
(002246D8)	ResOrgUncommonAntimicrobialFaunaHerbivore	false	false	Collision Geometry	true	true	false	Antimicrobial	keywords[0]::ResIcon_Antimicrobial [id:0x00279e51]	Antimicrobial		R: 161 G: 228 B: 219	ResourceOrgUncommonAntimicrobialFaunaHerbivore	false	Uncommon
(000777F8)	ResOrgUncommonCosmetic	false	false	Collision Geometry	true	true	false	Cosmetic	keywords[0]::ResIcon_Cosmetic [id:0x00279e3e], keywords[1]::ResourceTypeCraftingOrganicUncommon [id:0x000424a3]	Cosmetic		R: 161 G: 228 B: 219	ResourceOrgUncommonCosmetic	false	Uncommon
(0022464E)	ResOrgUncommonCosmeticFaunaCarnivore	false	false	Collision Geometry	true	true	false	Cosmetic	keywords[0]::ResIcon_Cosmetic [id:0x00279e3e]	Cosmetic		R: 161 G: 228 B: 219	ResourceOrgUncommonCosmeticFaunaCarnivore	false	Uncommon
(00224631)	ResOrgUncommonCosmeticFaunaHerbivore	false	false	Collision Geometry	true	true	false	Cosmetic	keywords[0]::ResIcon_Cosmetic [id:0x00279e3e]	Cosmetic		R: 161 G: 228 B: 219	ResourceOrgUncommonCosmeticFaunaHerbivore	false	Uncommon
(0007782C)	ResOrgUncommonMembrane	false	false	Collision Geometry	true	true	false	Membrane	keywords[0]::ResIcon_Membrane [id:0x00279e3d], keywords[1]::ResourceTypeCraftingOrganicUncommon [id:0x000424a3]	Membrane		R: 161 G: 228 B: 219	ResourceOrgUncommonMembrane	false	Uncommon
(0022464D)	ResOrgUncommonMembraneFaunaCarnivore	false	false	Collision Geometry	true	true	false	Membrane	keywords[0]::ResIcon_Membrane [id:0x00279e3d]	Membrane		R: 161 G: 228 B: 219	ResourceOrgUncommonMembraneFaunaCarnivore	false	Uncommon
(00224630)	ResOrgUncommonMembraneFaunaHerbivore	false	false	Collision Geometry	true	true	false	Membrane	keywords[0]::ResIcon_Membrane [id:0x00279e3d]	Membrane		R: 161 G: 228 B: 219	ResourceOrgUncommonMembraneFaunaHerbivore	false	Uncommon
(00077822)	ResOrgUncommonOrnamental	false	false	Collision Geometry	true	true	false	Ornamental	keywords[0]::ResIcon_Ornamental [id:0x00279e4d], keywords[1]::ResourceTypeCraftingOrganicUncommon [id:0x000424a3]	Ornamental		R: 161 G: 228 B: 219	ResourceOrgUncommonOrnamental	false	Uncommon
(0022465C)	ResOrgUncommonOrnamentalFaunaCarnivore	false	false	Collision Geometry	true	true	false	Ornamental	keywords[0]::ResIcon_Ornamental [id:0x00279e4d]	Ornamental		R: 161 G: 228 B: 219	ResourceOrgUncommonOrnamentalFaunaCarnivore	false	Uncommon
(0022463F)	ResOrgUncommonOrnamentalFaunaHerbivore	false	false	Collision Geometry	true	true	false	Ornamental	keywords[0]::ResIcon_Ornamental [id:0x00279e4d]	Ornamental		R: 161 G: 228 B: 219	ResourceOrgUncommonOrnamentalFaunaHerbivore	false	Uncommon
(0029F401)	ResOrgUncommonPigment	false	false	Collision Geometry	true	true	false	Pigment	keywords[0]::ResIcon_Pigment [id:0x00279e3c], keywords[1]::ResourceTypeCraftingOrganicUncommon [id:0x000424a3]	Pigment		R: 161 G: 228 B: 219	ResourceOrgUncommonPigment	false	Uncommon
(0022464C)	ResOrgUncommonPigmentFaunaCarnivore	false	false	Collision Geometry	true	true	false	Pigment	keywords[0]::ResIcon_Pigment [id:0x00279e3c]	Pigment		R: 161 G: 228 B: 219	ResourceOrgUncommonPigmentFaunaCarnivore	false	Uncommon
(0022462F)	ResOrgUncommonPigmentFaunaHerbivore	false	false	Collision Geometry	true	true	false	Pigment	keywords[0]::ResIcon_Pigment [id:0x00279e3c]	Pigment		R: 161 G: 228 B: 219	ResourceOrgUncommonPigmentFaunaHerbivore	false	Uncommon
(0007782E)	ResOrgUncommonSpice	false	false	Collision Geometry	true	true	false	Spice	keywords[0]::ResIcon_Spice [id:0x00279e3a], keywords[1]::ResourceTypeCraftingOrganicUncommon [id:0x000424a3]	Spice		R: 161 G: 228 B: 219	ResourceOrgUncommonSpice	false	Uncommon
(0022464A)	ResOrgUncommonSpiceFaunaCarnivore	false	false	Collision Geometry	true	true	false	Spice	keywords[0]::ResIcon_Spice [id:0x00279e3a]	Spice		R: 161 G: 228 B: 219	ResourceOrgUncommonSpiceFaunaCarnivore	false	Uncommon
(0022462D)	ResOrgUncommonSpiceFaunaHerbivore	false	false	Collision Geometry	true	true	false	Spice	keywords[0]::ResIcon_Spice [id:0x00279e3a]	Spice		R: 161 G: 228 B: 219	ResourceOrgUncommonSpiceFaunaHerbivore	false	Uncommon
(0007782F)	ResOrgUniqueGastronomic	false	false	Collision Geometry	true	true	false	Gastro Delight	keywords[0]::ResIcon_Gastronomic [id:0x00279e39], keywords[1]::ResourceTypeCraftingOrganicUnique [id:0x000424a4]	GastronomicDelight		R: 161 G: 228 B: 219	ResourceOrgUniqueGastronomic	false	Common
(00224648)	ResOrgUniqueGastronomicFaunaCarnivore	false	false	Collision Geometry	true	true	false	Gastro Delight	keywords[0]::ResIcon_Gastronomic [id:0x00279e39]	GastronomicDelight		R: 161 G: 228 B: 219	ResourceOrgUniqueGastronomicFaunaCarnivore	false	Common
(0022462B)	ResOrgUniqueGastronomicFaunaHerbivore	false	false	Collision Geometry	true	true	false	Gastro Delight	keywords[0]::ResIcon_Gastronomic [id:0x00279e39]	GastronomicDelight		R: 161 G: 228 B: 219	ResourceOrgUniqueGastronomicFaunaHerbivore	false	Common
(000777FC)	ResOrgUniqueHighTensileSpidrion	false	false	Collision Geometry	true	true	false	High-Tensile Spidroin	keywords[0]::ResIcon_HighTensileSpidiron [id:0x00279e38], keywords[1]::ResourceTypeCraftingOrganicUnique [id:0x000424a4]	HighTensileSpidrion		R: 161 G: 228 B: 219	ResourceOrgUniqueHighTensileSpidrion	false	Common
(00224647)	ResOrgUniqueHighTensileSpidrionFaunaCarnivore	false	false	Collision Geometry	true	true	false	High-Tensile Spidroin	keywords[0]::ResIcon_HighTensileSpidiron [id:0x00279e38]	HighTensileSpidrion		R: 161 G: 228 B: 219	ResourceOrgUniqueHighTensileSpidrionFaunaCarnivore	false	Common
(0022462A)	ResOrgUniqueHighTensileSpidrionFaunaHerbivore	false	false	Collision Geometry	true	true	false	High-Tensile Spidroin	keywords[0]::ResIcon_HighTensileSpidiron [id:0x00279e38]	HighTensileSpidrion		R: 161 G: 228 B: 219	ResourceOrgUniqueHighTensileSpidrionFaunaHerbivore	false	Common
(00077830)	ResOrgUniqueImmunostimulant	false	false	Collision Geometry	true	true	false	Immunostimulant	keywords[0]::ResIcon_Immunostimulant [id:0x00279e37], keywords[1]::ResourceTypeCraftingOrganicUnique [id:0x000424a4]	Immunostimulant		R: 161 G: 228 B: 219	ResourceOrgUniqueImmunostimulant	false	Common
(00224646)	ResOrgUniqueImmunostimulantFaunaCarnivore	false	false	Collision Geometry	true	true	false	Immunostimulant	keywords[0]::ResIcon_Immunostimulant [id:0x00279e37]	Immunostimulant		R: 161 G: 228 B: 219	ResourceOrgUniqueImmunostimulantFaunaCarnivore	false	Common
(00224629)	ResOrgUniqueImmunostimulantFaunaHerbivore	false	false	Collision Geometry	true	true	false	Immunostimulant	keywords[0]::ResIcon_Immunostimulant [id:0x00279e37]	Immunostimulant		R: 161 G: 228 B: 219	ResourceOrgUniqueImmunostimulantFaunaHerbivore	false	Common
(00077831)	ResOrgUniqueLuxuryTextile	false	false	Collision Geometry	true	true	false	Luxury Textile	keywords[0]::ResIcon_LuxuryTextile [id:0x00279e36], keywords[1]::ResourceTypeCraftingOrganicUnique [id:0x000424a4]	LuxuryTextile		R: 161 G: 228 B: 219	ResourceOrgUniqueLuxuryTextile	false	Common
(00224645)	ResOrgUniqueLuxuryTextileFaunaCarnivore	false	false	Collision Geometry	true	true	false	Luxury Textile	keywords[0]::ResIcon_LuxuryTextile [id:0x00279e36]	LuxuryTextile		R: 161 G: 228 B: 219	ResourceOrgUniqueLuxuryTextileFaunaCarnivore	false	Common
(00224628)	ResOrgUniqueLuxuryTextileFaunaHerbivore	false	false	Collision Geometry	true	true	false	Luxury Textile	keywords[0]::ResIcon_LuxuryTextile [id:0x00279e36]	LuxuryTextile		R: 161 G: 228 B: 219	ResourceOrgUniqueLuxuryTextileFaunaHerbivore	false	Common
(00077832)	ResOrgUniqueMemorySubstrate	false	false	Collision Geometry	true	true	false	Memory Substrate	keywords[0]::ResIcon_MemorySubstrate [id:0x00279e34], keywords[1]::ResourceTypeCraftingOrganicUnique [id:0x000424a4]	MemorySubstrate		R: 161 G: 228 B: 219	ResourceOrgUniqueMemorySubstrate	false	Common
(00224644)	ResOrgUniqueMemorySubstrateFaunaCarnivore	false	false	Collision Geometry	true	true	false	Memory Substrate	keywords[0]::ResIcon_MemorySubstrate [id:0x00279e34]	MemorySubstrate		R: 161 G: 228 B: 219	ResourceOrgUniqueMemorySubstrateFaunaCarnivore	false	Common
(00224627)	ResOrgUniqueMemorySubstrateFaunaHerbivore	false	false	Collision Geometry	true	true	false	Memory Substrate	keywords[0]::ResIcon_MemorySubstrate [id:0x00279e34]	MemorySubstrate		R: 161 G: 228 B: 219	ResourceOrgUniqueMemorySubstrateFaunaHerbivore	false	Common
(0029F408)	ResOrgUniqueNeurologic	false	false	Collision Geometry	true	true	false	Neurologic	keywords[0]::ResIcon_Neurologic [id:0x00279e35], keywords[1]::ResourceTypeCraftingOrganicUnique [id:0x000424a4]	MoodStabilizer		R: 161 G: 228 B: 219	ResourceOrgUniqueNeurologic	false	Common
(00224643)	ResOrgUniqueNeurologicFaunaCarnivore	false	false	Collision Geometry	true	true	false	Neurologic	keywords[0]::ResIcon_Neurologic [id:0x00279e35]	MoodStabilizer		R: 161 G: 228 B: 219	ResourceOrgUniqueNeurologicFaunaCarnivore	false	Common
(00224626)	ResOrgUniqueNeurologicFaunaHerbivore	false	false	Collision Geometry	true	true	false	Neurologic	keywords[0]::ResIcon_Neurologic [id:0x00279e35]	MoodStabilizer		R: 161 G: 228 B: 219	ResourceOrgUniqueNeurologicFaunaHerbivore	false	Common
(002B0638)	ResPower01	false	false	Collision Geometry	true	true	false	Power		ResPower		R: 74 G: 84 B: 86	ResourceInorgPower01	false	Common
(002BC040)	ResSmallPrimer	false	false	Collision Geometry	true	true	false	Small Primer	keywords[0]::ResourceTypeCraftingGeneric [id:0x0003f001]	SmallPrimer		R: 0 G: 0 B: 0	None	false	Everywhere
